影片鍵,發布日期,格式鍵,類型鍵,系列鍵,業配判定鍵,觀看數,按讚數,留言數
1694,2018-05-11,1,5,0,1,427139,4392,475
1695,2018-05-12,1,5,15,1,2734870,27598,3712
1696,2018-05-13,1,11,10,1,2721442,18325,811
1697,2018-05-16,1,4,0,1,1154599,5369,529
1698,2018-05-18,1,4,4,1,442813,7504,593
1699,2018-05-19,1,5,15,1,2223895,22626,1275
1700,2018-05-20,1,7,9,1,587428,5189,568
1701,2018-05-23,1,3,7,1,800147,6575,757
1702,2018-05-25,1,4,4,3,611218,7514,421
1703,2018-05-26,1,5,15,1,893552,8252,608
1704,2018-05-27,1,2,0,3,234081,3843,337
1705,2018-05-30,1,5,0,1,692426,7332,777
1706,2018-05-31,1,5,0,1,393688,7117,841
1707,2018-06-01,1,9,0,1,406830,9253,616
1708,2018-06-02,1,5,15,3,1213053,9401,792
1709,2018-06-03,1,4,0,1,399098,4795,561
1710,2018-06-05,1,8,0,1,967558,8463,647
1711,2018-06-08,1,3,0,1,1462141,10845,1433
1712,2018-06-09,1,5,15,3,403048,4745,375
1713,2018-06-10,1,7,0,1,256190,4375,387
1714,2018-06-13,1,5,0,1,343869,4181,502
1715,2018-06-15,1,8,13,1,635366,12065,2319
1716,2018-06-16,1,5,15,1,1002643,11517,795
1717,2018-06-17,1,4,4,1,487760,5730,896
1718,2018-06-18,1,4,4,1,868312,7229,783
1719,2018-06-20,1,4,4,1,838860,7868,834
1720,2018-06-22,1,3,0,1,965264,7539,713
1721,2018-06-23,1,5,15,1,1531724,13618,1146
1722,2018-06-24,1,4,4,1,537357,7568,562
1723,2018-06-29,1,1,0,1,389402,5266,907
1724,2018-06-30,1,5,15,1,2393877,18990,2469
1725,2018-07-01,1,4,4,1,243138,3402,429
1726,2018-07-03,1,9,0,3,1453497,13098,1594
1727,2018-07-04,1,3,0,3,390569,4901,706
1728,2018-07-05,1,4,4,1,885732,10963,1760
1729,2018-07-06,1,9,0,1,241538,3139,716
1730,2018-07-07,1,5,15,1,1889199,25625,4107
1731,2018-07-08,1,4,4,1,453380,5607,740
1732,2018-07-09,1,5,0,1,972796,12304,2953
1733,2018-07-10,1,4,4,1,663981,6830,832
1734,2018-07-11,1,4,4,1,525253,6258,1142
1735,2018-07-13,1,3,0,1,1322739,10975,3366
1736,2018-07-14,1,4,4,1,224661,3138,366
1737,2018-07-15,1,4,4,1,323573,3684,687
1738,2018-07-16,1,4,4,1,349269,4703,1252
1739,2018-07-20,1,5,15,1,5591405,64083,4212
1740,2018-07-21,1,4,4,1,556859,6903,1006
1741,2018-07-22,1,4,4,3,822043,7444,987
1742,2018-07-23,1,3,7,1,379059,5854,488
1743,2018-07-24,1,12,14,3,468985,5167,528
1744,2018-07-25,1,4,4,1,1314878,33708,4584
1745,2018-07-27,1,4,4,1,1296466,16258,1230
1746,2018-07-28,1,1,0,1,1985635,33205,2283
1747,2018-07-29,1,5,0,1,465923,6175,1626
1748,2018-07-30,1,1,0,1,590372,24083,3734
1749,2018-08-01,1,8,0,1,526676,6993,1461
1750,2018-08-03,1,12,0,3,275453,3661,379
1751,2018-08-04,1,4,4,3,340385,4659,463
1752,2018-08-05,1,5,0,1,898495,15734,1730
1753,2018-08-08,1,4,4,1,570253,10805,1878
1754,2018-08-10,1,8,13,1,832764,17091,1486
1755,2018-08-11,1,3,7,1,346971,4869,474
1756,2018-08-12,1,3,7,3,842475,7517,980
1757,2018-08-14,1,9,0,1,592587,8603,1198
1758,2018-08-15,1,5,0,1,890330,10330,954
1759,2018-08-16,1,5,0,3,591017,5934,1033
1760,2018-08-17,1,9,0,1,222691,3021,347
1761,2018-08-18,1,12,14,1,2061274,17299,1661
1762,2018-08-19,1,1,0,1,1747046,17995,1249
1763,2018-08-20,1,1,0,1,946357,15159,1443
1764,2018-08-22,1,3,0,1,642458,6954,1353
1765,2018-08-25,1,3,0,1,780271,9040,640
1766,2018-08-26,1,4,0,1,273465,5064,569
1767,2018-08-28,1,1,0,1,633060,7353,810
1768,2018-08-31,1,9,0,1,818244,15520,2055
1769,2018-09-01,1,1,0,1,600726,7589,856
1770,2018-09-06,1,4,4,1,446496,5226,562
1771,2018-09-08,1,5,15,1,519211,6709,1394
1772,2018-09-11,1,1,0,1,539874,12857,1513
1773,2018-09-13,1,5,0,1,1488952,35270,1374
1774,2018-09-15,1,5,0,1,475181,5235,897
1775,2018-09-18,1,3,7,1,487686,6583,974
1776,2018-09-21,1,4,0,1,507504,5397,855
1777,2018-09-22,1,3,0,1,1003946,9065,1652
1778,2018-09-23,1,3,0,3,212574,4074,412
1779,2018-09-26,1,12,8,1,328402,3906,526
1780,2018-09-27,1,8,0,3,863313,10158,1101
1781,2018-09-28,1,4,4,1,407744,5110,334
1782,2018-09-29,1,4,0,1,1737208,19417,2768
1783,2018-09-30,1,3,0,1,2150427,20535,1482
1784,2018-10-05,1,11,0,1,631197,8284,856
1785,2018-10-06,1,5,15,1,492436,6038,868
1786,2018-10-10,1,5,0,1,668163,7907,594
1787,2018-10-14,1,8,0,3,202127,4974,344
1788,2018-10-15,1,9,0,1,301138,5458,860
1789,2018-10-19,1,4,4,1,505351,5566,600
1790,2018-10-20,1,4,4,1,355472,5154,956
1791,2018-10-21,1,1,0,1,1087806,18073,1984
1792,2018-10-22,1,5,0,1,1163281,13365,1755
1793,2018-10-24,1,4,4,1,698162,5117,880
1794,2018-10-26,1,9,0,1,504312,6855,996
1795,2018-10-27,1,8,0,1,1481086,15200,1262
1796,2018-11-02,1,11,0,1,1648438,12349,1270
1797,2018-11-03,1,13,0,1,334326,4701,613
1798,2018-11-07,1,3,0,3,477307,5905,615
1799,2018-11-08,1,8,0,1,2370732,26482,2665
1800,2018-11-09,1,4,0,3,1015667,8397,943
1801,2018-11-10,1,3,7,1,462124,5327,582
1802,2018-11-15,1,3,0,1,822804,11780,461
1803,2018-11-16,1,5,15,3,958871,11932,1141
1804,2018-11-17,1,5,0,3,555258,13162,1037
1805,2018-11-18,1,4,4,3,1243688,12575,1380
1806,2018-11-24,1,8,13,1,1155542,18381,3925
1807,2018-11-25,1,4,0,1,649859,9868,1487
1808,2018-11-27,1,2,0,1,349422,4979,751
1809,2018-11-30,1,1,0,1,455391,6147,1056
1810,2018-12-01,1,8,16,1,1951426,24771,1607
1811,2018-12-02,1,4,0,1,1505847,13713,1181
1812,2018-12-03,1,1,0,3,886099,14070,1097
1813,2018-12-04,1,1,0,1,882233,3574,426
1814,2018-12-06,1,1,0,1,783003,25015,2516
1815,2018-12-07,1,8,0,1,990760,6017,482
1816,2018-12-08,1,8,16,1,2195813,29704,1367
1817,2018-12-09,1,4,0,1,311341,5696,898
1818,2018-12-11,1,5,0,1,473976,6903,853
1819,2018-12-12,1,4,0,1,219661,2575,399
1820,2018-12-13,1,1,0,1,684627,16034,1676
1821,2018-12-14,1,5,0,1,1278026,12230,807
1822,2018-12-15,1,8,16,1,929427,11182,1372
1823,2018-12-16,1,3,0,1,2008354,25373,2584
1824,2018-12-21,1,5,15,1,585830,4683,1335
1825,2018-12-22,1,8,16,1,7322032,56904,5801
1826,2018-12-23,1,3,0,1,622574,8407,2003
1827,2018-12-24,1,5,0,1,372418,4625,720
1828,2018-12-26,1,8,13,1,374863,9319,1296
1829,2018-12-27,1,1,0,1,1340885,24153,1185
1830,2018-12-28,1,4,0,1,495165,4211,401
1831,2018-12-29,1,8,16,1,2070903,21705,1092
1832,2018-12-31,1,4,0,1,901250,12202,946
1833,2019-01-04,1,3,0,1,492791,7385,1182
1834,2019-01-05,1,8,16,1,2012477,23816,1122
1835,2019-01-06,1,4,0,1,1121058,16358,1280
1836,2019-01-08,1,8,16,3,771749,6755,545
1837,2019-01-11,1,4,4,1,548487,6459,886
1838,2019-01-12,1,8,16,1,377060,4698,298
1839,2019-01-13,1,8,0,1,455326,6557,884
1840,2019-01-15,1,1,0,3,646378,6629,750
1841,2019-01-18,1,4,0,1,506121,5861,711
1842,2019-01-19,1,8,16,1,1000208,8958,767
1843,2019-01-25,1,1,0,1,457967,5881,809
1844,2019-01-26,1,8,16,1,1625555,22984,1965
1845,2019-01-30,1,13,0,1,1690034,24297,1172
1846,2019-01-31,1,4,0,3,1545570,14185,1795
1847,2019-02-02,1,8,16,1,2722650,35837,4301
1848,2019-02-04,1,9,0,1,1024068,9872,992
1849,2019-02-09,1,8,16,1,945180,11642,792
1850,2019-02-10,1,8,13,1,1038826,23102,1849
1851,2019-02-16,1,8,16,1,851250,12668,1031
1852,2019-02-17,1,11,10,1,3273038,33573,1744
1853,2019-02-23,1,8,16,1,2439620,20692,2209
1854,2019-02-24,1,3,0,1,726029,8048,1066
1855,2019-02-27,1,5,0,3,245712,3022,330
1856,2019-02-28,1,8,13,1,339372,4604,388
1857,2019-03-01,1,5,0,1,1074930,8952,1888
1858,2019-03-02,1,8,16,1,816235,9838,1272
1859,2019-03-06,1,12,17,1,2271244,23588,2393
1860,2019-03-09,1,8,16,1,809956,12690,642
1861,2019-03-13,1,3,0,1,601034,8243,771
1862,2019-03-14,1,13,0,3,456389,5005,444
1863,2019-03-15,1,9,0,1,828919,11292,1102
1864,2019-03-16,1,8,16,1,456671,7799,736
1865,2019-03-19,1,12,17,1,598195,10558,811
1866,2019-03-21,1,8,0,1,797279,13125,3388
1867,2019-03-23,1,8,16,1,1922784,24458,1108
1868,2019-03-25,1,12,17,1,742000,6616,494
1869,2019-03-26,1,4,0,1,425328,5503,473
1870,2019-03-28,1,8,0,1,493633,5772,669
1871,2019-03-29,1,8,16,1,710534,13934,1459
1872,2019-03-30,1,8,16,1,10586094,168378,11106
1873,2019-04-01,1,1,0,1,1070159,11336,827
1874,2019-04-05,1,5,0,1,988016,15476,1554
1875,2019-04-06,1,8,16,1,3021537,44402,1467
1876,2019-04-11,1,12,17,1,1285349,21405,1258
1877,2019-04-13,1,8,16,1,829547,10798,634
1878,2019-04-15,1,3,0,1,689208,7792,596
1879,2019-04-20,1,8,16,1,2653408,28158,1409
1880,2019-04-21,1,4,0,1,2037771,26552,2856
1881,2019-04-24,1,12,17,1,1235148,11907,788
1882,2019-04-26,1,4,0,1,411220,4261,593
1883,2019-04-27,1,8,16,1,1285004,12941,1105
1884,2019-05-04,1,8,16,1,1305763,24952,1525
1885,2019-05-05,1,12,17,1,1623738,17591,1101
1886,2019-05-07,1,4,0,1,583748,6807,1217
1887,2019-05-11,1,8,16,1,1820488,17919,1757
1888,2019-05-12,1,12,17,1,1030945,11993,961
1889,2019-05-17,1,9,0,1,294238,4259,339
1890,2019-05-18,1,8,16,1,1044831,17394,977
1891,2019-05-21,1,5,0,3,993107,10287,1079
1892,2019-05-24,1,3,0,1,1510545,12183,1149
1893,2019-05-25,1,8,16,1,889433,12915,1179
1894,2019-05-30,1,12,17,1,1590669,17470,2341
1895,2019-06-01,1,8,16,1,2221554,19768,1482
1896,2019-06-07,1,4,0,1,271449,3391,417
1897,2019-06-08,1,8,16,1,322426,5757,405
1898,2019-06-09,1,5,0,3,420032,8973,1542
1899,2019-06-13,1,5,0,1,444940,10289,920
1900,2019-06-14,1,8,16,1,563049,12265,1086
1901,2019-06-15,1,8,16,1,9895845,107332,11862
1902,2019-06-16,1,4,0,1,523721,6872,1114
1903,2019-06-18,1,4,0,1,280852,3451,379
1904,2019-06-20,1,4,0,3,216830,3150,249
1905,2019-06-21,1,8,0,1,347019,4009,1086
1906,2019-06-22,1,8,16,1,729917,7621,856
1907,2019-06-27,1,12,17,1,336636,3137,480
1908,2019-06-28,1,5,0,1,3158216,31812,1632
1909,2019-06-29,1,8,16,1,1011492,14314,1784
1910,2019-06-30,1,4,0,1,737268,2952,312
1911,2019-07-04,1,8,0,1,431339,9008,481
1912,2019-07-06,1,8,16,1,1805107,23870,1685
1913,2019-07-08,1,13,0,1,557896,6008,567
1914,2019-07-09,1,4,0,1,435872,5710,1222
1915,2019-07-11,1,5,0,1,3356931,123932,13257
1916,2019-07-13,1,8,16,1,659689,10772,1027
1917,2019-07-15,1,5,0,3,223926,3301,548
1918,2019-07-18,1,4,0,1,297685,3674,490
1919,2019-07-19,1,11,10,1,226992,3468,551
1920,2019-07-20,1,8,16,1,761142,8676,536
1921,2019-07-21,1,5,0,1,442951,5964,1270
1922,2019-07-21,1,12,0,1,595216,7781,1850
1923,2019-07-22,1,4,0,1,219805,2677,246
1924,2019-07-24,1,1,0,1,654489,10497,1427
1925,2019-07-25,1,1,0,1,175229,2967,515
1926,2019-07-26,1,4,0,1,578823,7631,1167
1927,2019-07-27,1,8,16,1,887969,15189,893
1928,2019-07-28,1,5,0,1,906416,10330,917
1929,2019-07-31,1,4,0,1,664739,7784,950
1930,2019-08-02,1,4,0,1,239962,3841,326
1931,2019-08-03,1,8,16,1,420013,5805,824
1932,2019-08-04,1,4,0,1,928789,12276,1888
1933,2019-08-07,1,1,0,1,2267681,15212,1977
1934,2019-08-10,1,8,16,1,1030499,12315,702
1935,2019-08-14,1,8,0,1,105736,1600,99
1936,2019-08-15,1,4,0,1,438971,6046,756
1937,2019-08-17,1,8,16,1,584834,9582,665
1938,2019-08-19,1,5,0,1,377979,4502,387
1939,2019-08-22,1,5,0,1,110777,2077,261
1940,2019-08-23,1,5,0,1,710532,9612,758
1941,2019-08-24,1,8,16,1,441310,8214,1382
1942,2019-08-25,1,4,0,1,328949,4846,314
1943,2019-08-28,1,8,0,1,386580,4601,422
1944,2019-08-28,1,13,0,1,1290672,11168,1808
1945,2019-08-30,1,2,0,1,864753,10586,1567
1946,2019-08-31,1,8,16,1,1449459,19318,1470
1947,2019-09-01,1,4,0,3,1617250,6201,608
1948,2019-09-02,1,11,0,1,2487395,25538,1751
1949,2019-09-07,1,8,16,1,1304599,12907,1326
1950,2019-09-10,1,5,0,1,414688,6135,486
1951,2019-09-12,1,5,0,1,506901,6753,796
1952,2019-09-13,1,1,0,1,1021283,22247,2707
1953,2019-09-14,1,8,16,1,1342204,16402,1951
1954,2019-09-18,1,1,0,1,913120,6828,458
1955,2019-09-19,1,4,0,1,659742,7355,999
1956,2019-09-20,1,4,0,1,568214,10517,2860
1957,2019-09-21,1,8,16,1,1198446,20328,2099
1958,2019-09-23,1,4,4,1,151847,2256,346
1959,2019-09-24,1,4,0,1,494967,7531,376
1960,2019-09-28,1,8,16,1,451065,6303,435
1961,2019-09-29,1,1,0,1,487344,5693,399
1962,2019-09-30,1,7,0,1,972376,11342,894
1963,2019-10-03,1,4,0,1,306425,5621,773
1964,2019-10-04,1,5,0,1,450917,6067,1049
1965,2019-10-05,1,8,16,3,501027,8116,321
1966,2019-10-06,1,4,0,1,1149607,16931,2054
1967,2019-10-08,1,13,0,1,1363392,11244,1148
1968,2019-10-11,1,4,0,1,884498,8772,867
1969,2019-10-12,1,8,16,1,344455,4126,449
1970,2019-10-17,1,5,0,1,487638,13649,1499
1971,2019-10-18,1,1,0,1,292062,6711,714
1972,2019-10-19,1,8,16,1,486364,5071,447
1973,2019-10-23,1,4,0,1,342106,4067,511
1974,2019-10-24,1,5,0,1,1341185,10763,1101
1975,2019-10-26,1,8,16,1,221381,3608,354
1976,2019-10-28,1,4,0,1,585333,6488,494
1977,2019-10-31,1,4,0,1,382288,3418,478
1978,2019-11-02,1,8,16,1,942353,17971,2000
1979,2019-11-09,1,1,0,1,1081542,16019,2615
1980,2019-11-11,1,4,0,1,675774,7123,702
1981,2019-11-13,1,5,0,1,1492724,15471,1342
1982,2019-11-15,1,4,0,1,530335,6259,850
1983,2019-11-17,1,4,0,1,928799,24361,1430
1984,2019-11-20,1,1,0,1,447805,4873,398
1985,2019-11-22,1,13,0,1,340390,3572,450
1986,2019-11-26,1,12,17,1,823278,11510,777
1987,2019-11-29,1,3,0,3,1206040,5120,838
1988,2019-12-01,1,4,0,1,171367,2976,420
1989,2019-12-03,1,1,0,1,970098,8057,727
1990,2019-12-04,1,1,0,1,1197949,18579,1843
1991,2019-12-07,1,8,0,1,880208,14055,2043
1992,2019-12-08,1,8,0,1,1062952,14148,876
1993,2019-12-10,1,4,0,1,245082,3648,343
1994,2019-12-12,1,4,0,1,623960,10065,806
1995,2019-12-17,1,4,0,1,612045,6751,900
1996,2019-12-21,1,8,0,1,1251808,17618,901
1997,2019-12-22,1,3,0,1,745387,7660,462
1998,2019-12-24,1,1,0,1,297161,6527,1343
1999,2019-12-26,1,1,0,1,860008,10728,1887
2000,2019-12-28,1,3,0,1,685296,9189,810
2001,2019-12-31,1,1,0,1,750869,10142,741
2002,2020-01-02,1,4,0,1,844749,9389,738
2003,2020-01-05,1,1,0,1,1355655,19016,1228
2004,2020-01-09,1,4,0,1,495358,4696,569
2005,2020-01-10,1,1,0,3,742315,5685,475
2006,2020-01-12,1,12,0,1,297956,5152,196
2007,2020-01-14,1,4,0,1,484336,5249,466
2008,2020-01-17,1,8,0,1,142822,2107,192
2009,2020-01-18,1,5,0,1,736586,11948,856
2010,2020-01-21,1,3,0,1,883279,10342,532
2011,2020-01-22,1,1,0,1,747826,6705,1237
2012,2020-01-24,1,13,0,3,905289,9080,1141
2013,2020-01-30,1,1,0,1,373887,5096,413
2014,2020-01-31,1,1,0,1,685610,9341,1348
2015,2020-02-04,1,3,0,1,435099,4935,285
2016,2020-02-08,1,4,0,1,194349,2267,260
2017,2020-02-11,1,4,0,1,464530,6890,2650
2018,2020-02-14,1,8,0,1,200450,5595,609
2019,2020-02-18,1,13,0,1,984125,14203,1464
2020,2020-02-21,1,1,0,1,868008,14339,2037
2021,2020-02-24,1,1,0,1,521200,6476,1176
2022,2020-02-27,1,4,0,3,1073431,11129,1124
2023,2020-03-01,1,4,0,1,382006,5109,1098
2024,2020-03-04,1,1,0,1,288492,4911,521
2025,2020-03-05,1,8,0,1,375722,4563,338
2026,2020-03-07,1,13,0,3,621900,7487,482
2027,2020-03-08,1,4,0,1,636244,12563,1425
2028,2020-03-10,1,4,0,1,279555,5107,418
2029,2020-03-14,1,1,0,1,203600,3936,573
2030,2020-03-15,1,13,0,1,533742,6183,760
2031,2020-03-17,1,3,0,1,770765,7523,557
2032,2020-03-19,1,3,0,1,193561,3192,327
2033,2020-03-21,1,4,0,1,512277,7867,619
2034,2020-03-28,1,2,0,1,795159,9616,1591
2035,2020-03-30,1,3,0,1,424608,6673,720
2036,2020-04-03,1,4,4,1,434070,5174,1135
2037,2020-04-08,1,3,0,1,325670,4906,563
2038,2020-04-10,1,13,0,1,778542,8307,760
2039,2020-04-14,1,3,0,1,1426685,16688,2024
2040,2020-04-16,1,12,17,1,706421,11017,1559
2041,2020-04-18,1,4,0,3,493940,5930,882
2042,2020-04-21,1,10,18,1,1778018,18479,3344
2043,2020-04-23,1,7,0,1,714548,13809,3028
2044,2020-04-26,1,4,0,3,804367,11787,1688
2045,2020-04-27,1,5,15,1,2963820,27028,1742
2046,2020-05-03,1,3,0,1,820826,9769,1169
2047,2020-05-04,1,5,15,1,1581648,16646,1229
2048,2020-05-05,1,14,0,3,2331414,49186,4223
2049,2020-05-10,1,5,0,1,401374,8249,581
2050,2020-05-11,1,5,15,1,1634649,17136,1026
2051,2020-05-13,1,1,0,1,373614,6544,714
2052,2020-05-16,1,1,0,1,432681,5924,777
2053,2020-05-17,1,10,18,1,795956,7330,1218
2054,2020-05-18,1,5,15,1,2401773,25806,2309
2055,2020-05-21,1,4,0,3,169173,2711,209
2056,2020-05-22,1,10,18,1,3735423,34945,3709
2057,2020-05-25,1,5,15,3,934275,15680,1257
2058,2020-05-27,1,8,0,1,243606,3760,330
2059,2020-05-28,1,1,0,1,912700,14373,3426
2060,2020-05-29,1,4,0,1,699426,8366,976
2061,2020-05-30,1,10,18,1,629923,10051,870
2062,2020-05-31,1,13,0,1,424486,5420,529
2063,2020-06-01,1,5,15,1,939791,21310,1731
2064,2020-06-05,1,1,0,1,343195,4710,630
2065,2020-06-08,1,5,15,1,596081,8213,685
2066,2020-06-13,1,4,0,1,220003,3491,300
2067,2020-06-14,1,1,0,1,173070,2453,301
2068,2020-06-15,1,5,15,1,712579,11165,727
2069,2020-06-16,1,2,0,1,280036,3374,358
2070,2020-06-22,1,5,15,1,579738,7200,595
2071,2020-06-23,1,10,18,1,2176720,18482,1771
2072,2020-06-25,1,5,0,3,545782,7696,472
2073,2020-06-28,1,4,0,1,220027,4580,1179
2074,2020-06-29,1,5,15,1,2873988,24665,1967
2075,2020-06-30,1,4,0,1,529549,6413,741
2076,2020-07-01,1,3,0,1,652204,8913,1501
2077,2020-07-02,1,5,0,1,239212,3899,285
2078,2020-07-04,1,5,0,1,1063728,13222,925
2079,2020-07-06,1,5,15,1,1704635,19031,1647
2080,2020-07-08,1,12,0,1,636578,6737,965
2081,2020-07-11,1,5,0,1,338406,4692,336
2082,2020-07-13,1,5,15,1,1100903,11990,1321
2083,2020-07-14,1,2,0,1,236830,3498,504
2084,2020-07-16,1,1,0,1,575671,6589,722
2085,2020-07-17,1,1,0,3,450194,3721,348
2086,2020-07-18,1,8,0,1,498901,7520,1123
2087,2020-07-20,1,5,15,1,1562879,15803,1087
2088,2020-07-23,1,13,0,3,1399419,15573,1861
2089,2020-07-26,1,12,17,1,1900420,20982,2346
2090,2020-07-27,1,5,15,1,1864300,23222,2548
2091,2020-07-28,1,8,13,1,446039,9253,736
2092,2020-08-02,1,10,18,1,960208,7380,1190
2093,2020-08-03,1,5,15,1,1319558,17710,1072
2094,2020-08-04,1,2,0,3,525009,7808,1196
2095,2020-08-09,1,1,0,3,420408,5595,596
2096,2020-08-10,1,5,15,3,2035200,21531,1482
2097,2020-08-12,1,10,18,1,627649,4879,704
2098,2020-08-14,1,4,0,3,478601,5839,556
2099,2020-08-15,1,5,0,1,580629,9810,770
2100,2020-08-17,1,5,15,1,1025130,15545,1345
2101,2020-08-22,1,4,0,1,296815,4394,781
2102,2020-08-23,1,4,0,1,695195,5421,657
2103,2020-08-24,1,5,15,1,885455,11588,1199
2104,2020-08-25,1,5,0,1,525395,13515,1184
2105,2020-08-28,1,13,0,1,1314487,34407,3860
2106,2020-08-31,1,5,15,3,929479,10389,921
2107,2020-09-01,1,3,0,3,572554,7633,579
2108,2020-09-03,1,3,0,1,1989219,20761,818
2109,2020-09-04,1,8,0,1,1297170,15678,949
2110,2020-09-07,1,5,15,3,1384211,13737,1746
2111,2020-09-10,1,2,0,3,357882,4981,869
2112,2020-09-14,1,5,15,1,1143672,8726,1032
2113,2020-09-19,1,7,0,1,746479,11297,693
2114,2020-09-20,1,5,0,1,229723,4396,517
2115,2020-09-22,1,5,15,3,677712,7468,669
2116,2020-09-23,1,4,0,3,367106,4025,696
2117,2020-09-24,1,13,0,3,440404,5535,461
2118,2020-09-25,1,4,0,1,548977,8523,539
2119,2020-09-27,1,10,18,1,2694140,18078,1991
2120,2020-09-28,1,5,15,1,1868844,16669,597
2121,2020-09-29,1,4,0,1,417980,5849,797
2122,2020-10-05,1,5,15,3,503874,6823,434
2123,2020-10-06,1,10,18,1,534118,4413,450
2124,2020-10-07,1,4,0,1,1042388,10035,975
2125,2020-10-11,1,10,18,1,799970,5575,1018
2126,2020-10-12,1,5,15,1,733045,8088,880
2127,2020-10-19,1,5,15,1,525948,5920,906
2128,2020-10-20,1,13,0,1,946303,8260,904
2129,2020-10-23,1,1,0,4,326662,4000,357
2130,2020-10-26,1,4,0,3,1289644,17289,1579
2131,2020-10-26,1,5,15,1,1106684,12775,984
2132,2020-11-02,1,5,15,1,2160469,34364,2313
2133,2020-11-03,1,8,13,1,1293782,32638,2725
2134,2020-11-04,1,1,0,1,282844,5590,526
2135,2020-11-05,1,10,18,1,630105,5360,349
2136,2020-11-09,1,5,15,3,670150,7846,917
2137,2020-11-12,1,10,18,1,1825376,15446,1166
2138,2020-11-13,1,5,0,3,366708,6385,445
2139,2020-11-16,1,5,15,3,826953,8251,773
2140,2020-11-19,1,4,4,1,962229,12090,1273
2141,2020-11-19,1,8,0,1,359408,7291,536
2142,2020-11-20,1,1,0,4,375801,4610,817
2143,2020-11-22,1,4,4,3,1208247,13446,2491
2144,2020-11-23,1,5,15,1,1022867,11104,696
2145,2020-11-24,1,4,0,1,630065,8181,665
2146,2020-11-30,1,5,15,3,835300,9034,681
2147,2020-12-03,1,4,0,3,445545,2353,235
2148,2020-12-03,1,1,0,1,1102627,19592,2119
2149,2020-12-05,1,13,0,3,846549,14649,1547
2150,2020-12-07,1,5,15,3,1030758,15007,1399
2151,2020-12-08,1,5,0,1,932512,11836,1722
2152,2020-12-09,1,1,0,3,661044,8144,919
2153,2020-12-11,1,3,0,1,637839,6563,456
2154,2020-12-13,1,4,4,1,376834,5785,298
2155,2020-12-14,1,5,15,1,1220249,12235,1462
2156,2020-12-15,1,4,0,1,248600,2729,438
2157,2020-12-20,1,10,18,1,770807,6358,1125
2158,2020-12-21,1,5,15,1,2091809,16845,1182
2159,2020-12-23,1,4,0,1,551895,5927,440
2160,2020-12-26,1,1,0,1,671209,17031,1044
2161,2020-12-28,1,5,15,3,1148644,13586,1588
2162,2020-12-29,1,4,4,1,545385,7609,1040
2163,2020-12-30,1,11,0,1,200232,3279,299
2164,2020-12-31,1,8,0,1,592769,8748,221
2165,2021-01-03,1,13,0,1,263516,4114,437
2166,2021-01-04,1,5,15,1,2801327,26535,1787
2167,2021-01-08,1,1,0,1,546847,7656,550
2168,2021-01-09,1,1,0,1,946090,11859,772
2169,2021-01-11,1,5,15,3,689815,7122,2049
2170,2021-01-15,1,8,13,1,835516,23723,2327
2171,2021-01-18,1,5,15,3,868972,11244,1463
2172,2021-01-19,1,4,0,1,612184,7370,768
2173,2021-01-20,1,1,0,1,369933,3717,396
2174,2021-01-24,1,4,4,3,908651,13217,18488
2175,2021-01-25,1,5,15,1,2329682,19012,1610
2176,2021-01-29,1,4,4,1,430006,6053,1100
2177,2021-01-31,1,4,0,1,1106488,10959,857
2178,2021-02-01,1,5,15,3,1253487,22423,1882
2179,2021-02-02,1,5,0,3,403464,4220,574
2180,2021-02-03,1,4,4,1,332591,4498,738
2181,2021-02-06,1,4,0,3,781912,7801,1207
2182,2021-02-08,1,5,15,1,1291890,9098,1092
2183,2021-02-09,1,8,0,1,338295,6201,338
2184,2021-02-15,1,5,15,3,1395845,18322,1302
2185,2021-02-22,1,5,15,1,1277003,11968,1116
2186,2021-02-25,1,12,0,1,189023,4521,390
2187,2021-02-26,1,13,0,1,263528,3591,335
2188,2021-03-01,1,5,15,1,735107,9282,977
2189,2021-03-06,1,10,18,1,1467485,11027,1087
2190,2021-03-08,1,5,15,1,697047,9050,630
2191,2021-03-10,1,4,0,1,116913,2124,493
2192,2021-03-15,1,5,15,3,945769,8895,1033
2193,2021-03-16,1,10,18,1,385209,3051,688
2194,2021-03-17,1,8,0,1,1062315,18904,1230
2195,2021-03-22,1,5,15,1,926521,10222,817
2196,2021-03-23,1,2,0,1,236535,3146,359
2197,2021-03-24,1,4,4,1,117150,1825,169
2198,2021-03-25,1,4,0,3,213498,4516,326
2199,2021-03-26,1,2,0,1,620691,5399,1128
2200,2021-03-27,1,11,10,1,368906,4559,284
2201,2021-03-28,1,4,4,3,251326,2772,211
2202,2021-03-29,1,5,15,1,1112756,11593,1744
2203,2021-03-31,1,2,0,3,324321,3428,406
2204,2021-04-03,1,4,4,1,342225,4619,868
2205,2021-04-04,1,8,0,1,411802,4756,525
2206,2021-04-05,1,5,15,3,1309812,11797,892
2207,2021-04-06,1,12,17,1,479963,7520,465
2208,2021-04-11,1,4,4,3,437723,6088,725
2209,2021-04-12,1,5,15,1,593429,6178,593
2210,2021-04-13,1,12,17,1,434947,4869,256
2211,2021-04-14,1,4,4,1,440721,9735,520
2212,2021-04-16,1,13,0,1,221413,1548,149
2213,2021-04-17,1,3,7,1,332641,4905,281
2214,2021-04-18,1,4,4,1,423504,6572,2340
2215,2021-04-19,1,5,15,1,1462480,13501,1302
